CVE ID,Title,Description,CVSS v3.1 Score,Vendor,Product,datePublished,Attempted Exploitation,Reference,CWE,CWE-N
CVE-2023-41425,,Cross Site Scripting vulnerability in Wonder CMS v.3.2.0 thru v.3.4.2 allows a remote attacker to execute arbitrary code via a crafted script uploaded to the installModule component.,,n/a,n/a,2023-11-07T00:00:00,yes,4.0,CWE-79,1.0
CVE-2023-4173,mooSocial mooStore index cross site scripting,"A vulnerability, which was classified as problematic, was found in mooSocial mooStore 3.1.6. Affected is an unknown function of the file /search/index. The manipulation of the argument q leads to cross site scripting. It is possible to launch the attack remotely. The identifier of this vulnerability is VDB-236208.",3.5,mooSocial,mooStore,2023-08-06T00:00:07.020Z,yes,3.0,CWE-79,1.0
CVE-2023-4174,mooSocial mooStore cross site scripting,A vulnerability has been found in mooSocial mooStore 3.1.6 and classified as problematic. Affected by this vulnerability is an unknown functionality. The manipulation leads to cross site scripting. The attack can be launched remotely. The identifier VDB-236209 was assigned to this vulnerability.,3.5,mooSocial,mooStore,2023-08-06T00:31:03.155Z,yes,3.0,CWE-79,1.0
CVE-2024-11728,KiviCare – Clinic & Patient Management System (EHR) <= 3.6.4 - Unauthenticated SQL Injection,"The KiviCare – Clinic & Patient Management System (EHR) plugin for WordPress is vulnerable to SQL Injection via the 'visit_type[service_id]' parameter of the tax_calculated_data AJAX action in all versions up to, and including, 3.6.4 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query.  This makes it possible for unauthenticated attackers to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.",7.5,iqonicdesign,KiviCare – Clinic & Patient Management System (EHR),2024-12-06T09:22:59.195Z,Yes,2.0,CWE-89,1.0
CVE-2024-11972,Hunk Companion < 1.9.0 - Unauthenticated Plugin Installation,"The Hunk Companion WordPress plugin before 1.9.0 does not correctly authorize some REST API endpoints, allowing unauthenticated requests to install and activate arbitrary Hunk Companion WordPress plugin before 1.9.0 from the WordPress.org repo, including vulnerable Hunk Companion WordPress plugin before 1.9.0 that have been closed.",,Unknown,Hunk Companion,2024-12-31T06:00:01.751Z,Yes,1.0,CWE-119,1.0
CVE-2024-11972,Hunk Companion < 1.9.0 - Unauthenticated Plugin Installation,"The Hunk Companion WordPress plugin before 1.9.0 does not correctly authorize some REST API endpoints, allowing unauthenticated requests to install and activate arbitrary Hunk Companion WordPress plugin before 1.9.0 from the WordPress.org repo, including vulnerable Hunk Companion WordPress plugin before 1.9.0 that have been closed.",,Unknown,Hunk Companion,2024-12-31T06:00:01.751Z,yes,1.0,CWE-119,1.0
CVE-2024-12342,TP-Link VN020 F3v(T) Incomplete SOAP Request WANIPConnection denial of service,A vulnerability was found in TP-Link VN020 F3v(T) TT_V6.2.1021. It has been rated as critical. This issue affects some unknown processing of the file /control/WANIPConnection of the component Incomplete SOAP Request Handler. The manipulation leads to denial of service. The attack can only be initiated within the local network. The exploit has been disclosed to the public and may be used.,6.5,TP-Link,VN020 F3v(T),2024-12-08T06:31:05.109Z,Yes,4.0,CWE-404,1.0
CVE-2024-12344,TP-Link VN020 F3v(T) FTP USER Command memory corruption,"A vulnerability, which was classified as critical, was found in TP-Link VN020 F3v(T) TT_V6.2.1021. This affects an unknown part of the component FTP USER Command Handler. The manipulation leads to memory corruption. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.",6.3,TP-Link,VN020 F3v(T),2024-12-08T23:00:16.366Z,Yes,5.0,CWE-787,2.0
CVE-2024-12483,Dromara UJCMS User ID id authorization,A vulnerability classified as problematic has been found in Dromara UJCMS up to 9.6.3. This affects an unknown part of the file /users/id of the component User ID Handler. The manipulation leads to authorization bypass. It is possible to initiate the attack remotely. The complexity of an attack is rather high. The exploitability is told to be difficult. The exploit has been disclosed to the public and may be used.,3.7,Dromara,UJCMS,2024-12-11T20:00:15.323Z,Yes,4.0,CWE-639,2.0
CVE-2024-12905,,"An Improper Link Resolution Before File Access (""Link Following"") and Improper Limitation of a Pathname to a Restricted Directory (""Path Traversal""). This vulnerability occurs when extracting a maliciously crafted tar file, which can result in unauthorized file writes or overwrites outside the intended extraction directory. The issue is associated with index.js in the tar-fs package.

This issue affects tar-fs: from 0.0.0 before 1.16.4, from 2.0.0 before 2.1.2, from 3.0.0 before 3.0.8.",7.5,,,2025-03-27T16:25:34.410Z,yes,2.0,CWE-59,2.0
CVE-2024-12955,PHPGurukul Blood Bank & Donor Management System logout.php cross-site request forgery,A vulnerability has been found in PHPGurukul Blood Bank & Donor Management System 2.4 and classified as problematic. This vulnerability affects unknown code of the file /logout.php. The manipulation leads to cross-site request forgery. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,4.3,PHPGurukul,Blood Bank & Donor Management System,2024-12-26T14:31:05.280Z,Yes,4.0,CWE-352,2.0
CVE-2024-21338,Windows Kernel Elevation of Privilege Vulnerability,,7.8,Microsoft,Windows 10 Version 1809,2024-02-13T18:02:09.738Z,yes,4.0,CWE-822,2.0
CVE-2024-23346,pymatgen arbitrary code execution when parsing a maliciously crafted JonesFaithfulTransformation transformation_string,"Pymatgen (Python Materials Genomics) is an open-source Python library for materials analysis. A critical security vulnerability exists in the `JonesFaithfulTransformation.from_transformation_str()` method within the `pymatgen` library prior to version 2024.2.20. This method insecurely utilizes `eval()` for processing input, enabling execution of arbitrary code when parsing untrusted input. Version 2024.2.20 fixes this issue.",9.4,materialsproject,pymatgen,2024-02-21T16:13:25.498Z,yes,4.0,CWE-77,1.0
CVE-2024-23692,Rejetto HTTP File Server 2.3m Unauthenticated RCE,"Rejetto HTTP File Server, up to and including version 2.3m, is vulnerable to a template injection vulnerability. This vulnerability allows a remote, unauthenticated attacker to execute arbitrary commands on the affected system by sending a specially crafted HTTP request. As of the CVE assignment date, Rejetto HFS 2.3m is no longer supported.",9.8,Rejetto,HTTP File Server,2024-05-31T09:36:28.763Z,yes,4.0,CWE-94,2.0
CVE-2024-23733,,"The /WmAdmin/,/invoke/vm.server/login login page in the Integration Server in Software AG webMethods 10.15.0 before Core_Fix7 allows remote attackers to reach the administration panel and discover hostname and version information by sending an arbitrary username and a blank password to the /WmAdmin/#/login/ URI.",,n/a,n/a,2025-01-29T00:00:00.000Z,yes,1.0,CWE-522,1.0
CVE-2024-23749,,"KiTTY versions 0.76.1.13 and before is vulnerable to command injection via the filename variable, occurs due to insufficient input sanitization and validation, failure to escape special characters, and insecure system calls (at lines 2369-2390). This allows an attacker to add inputs inside the filename variable, leading to arbitrary code execution.",,n/a,n/a,2024-02-09T00:00:00,yes,4.0,CWE-77,1.0
CVE-2024-23897,,"Jenkins 2.441 and earlier, LTS 2.426.2 and earlier does not disable a feature of its CLI command parser that replaces an '@' character followed by a file path in an argument with the file's contents, allowing unauthenticated attackers to read arbitrary files on the Jenkins controller file system.",,Jenkins Project,Jenkins,2024-01-24T17:52:22.842Z,yes,6.0,CWE-22,2.0
CVE-2024-23922,Sony XAV-AX5500 Insufficient Firmware Update Validation Remote Code Execution Vulnerability,"Sony XAV-AX5500 Insufficient Firmware Update Validation Remote Code Execution Vulnerability. This vulnerability allows physically present attackers to execute arbitrary code on affected installations of Sony XAV-AX5500 devices. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the handling of software updates. The issue results from the lack of proper validation of software update packages. An attacker can leverage this vulnerability to execute code in the context of the device.

Was ZDI-CAN-22939",6.8,Sony,XAV-AX5500,2024-09-23T14:23:00.351Z,yes,2.0,CWE-345,1.0
CVE-2024-24409,Privilege Escalation,Zohocorp ManageEngine ADManager Plus versions 7203 and prior are vulnerable to Privilege Escalation in the Modify Computers option.,8.8,ManageEngine,ADManager Plus,2024-11-08T08:01:12.844Z,yes,1.0,CWE-269,1.0
CVE-2024-24494,,"Cross Site Scripting vulnerability in Daily Habit Tracker v.1.0 allows a remote attacker to execute arbitrary code via the day, exercise, pray, read_book, vitamins, laundry, alcohol and meat parameters in the add-tracker.php and update-tracker.php components.",,n/a,n/a,2024-02-08T00:00:00,yes,1.0,CWE-79,1.0
CVE-2024-24495,,SQL Injection vulnerability in delete-tracker.php in Daily Habit Tracker v.1.0 allows a remote attacker to execute arbitrary code via crafted GET request.,,n/a,n/a,2024-02-08T00:00:00,yes,1.0,CWE-89,1.0
CVE-2024-24496,,"An issue in Daily Habit Tracker v.1.0 allows a remote attacker to manipulate trackers via the home.php, add-tracker.php, delete-tracker.php, update-tracker.php components.",,n/a,n/a,2024-02-08T00:00:00,yes,1.0,CWE-287,2.0
CVE-2024-24497,,,,,,,,,,
CVE-2024-24499,,,,,,,,,,
CVE-2024-24724,,Gibbon through 26.0.00 allows /modules/School%20Admin/messengerSettings.php Server Side Template Injection leading to Remote Code Execution because input is passed to the Twig template engine (messengerSettings.php) without sanitization.,,n/a,n/a,2024-04-03T00:00:00,yes,2.0,CWE-1336,1.0
CVE-2024-24747,"MinIO unsafe default: Access keys inherit `admin` of root user, allowing privilege escalation","MinIO is a High Performance Object Storage. When someone creates an access key, it inherits the permissions of the parent key. Not only for `s3:*` actions, but also `admin:*` actions. Which means unless somewhere above in the access-key hierarchy, the `admin` rights are denied, access keys will be able to simply override their own `s3` permissions to something more permissive. The vulnerability is fixed in RELEASE.2024-01-31T20-20-33Z.",8.8,minio,minio,2024-01-31T22:10:23.375Z,yes,3.0,CWE-269,1.0
CVE-2024-25003,,"KiTTY versions 0.76.1.13 and before is vulnerable to a stack-based buffer overflow via the hostname, occurs due to insufficient bounds checking and input sanitization. This allows an attacker to overwrite adjacent memory, which leads to arbitrary code execution.",,n/a,n/a,2024-02-09T00:00:00,yes,5.0,CWE-787,1.0
CVE-2024-25004,,"KiTTY versions 0.76.1.13 and before is vulnerable to a stack-based buffer overflow via the username, occurs due to insufficient bounds checking and input sanitization (at line 2600). This allows an attacker to overwrite adjacent memory, which leads to arbitrary code execution.",,n/a,n/a,2024-02-09T00:00:00,yes,5.0,CWE-787,1.0
CVE-2024-25641,Cacti RCE vulnerability when importing packages,"Cacti provides an operational monitoring and fault management framework. Prior to version 1.2.27, an arbitrary file write vulnerability, exploitable through the ""Package Import"" feature, allows authenticated users having the ""Import Templates"" permission to execute arbitrary PHP code on the web server. The vulnerability is located within the `import_package()` function defined into the `/lib/import.php` script. The function blindly trusts the filename and file content provided within the XML data, and writes such files into the Cacti base path (or even outside, since path traversal sequences are not filtered). This can be exploited to write or overwrite arbitrary files on the web server, leading to execution of arbitrary PHP code or other security impacts. Version 1.2.27 contains a patch for this issue.",9.1,Cacti,cacti,2024-05-13T13:28:58.808Z,yes,4.0,CWE-20,1.0
CVE-2024-25734,,"An issue was discovered on WyreStorm Apollo VX20 devices before 1.3.58. The TELNET service prompts for a password only after a valid username is entered, which might make it easier for remote attackers to enumerate user accounts.",,n/a,n/a,2024-03-27T00:00:00.000Z,yes,2.0,CWE-200,1.0
CVE-2024-25735,,An issue was discovered on WyreStorm Apollo VX20 devices before 1.3.58. Remote attackers can discover cleartext passwords via a SoftAP /device/config GET request.,,n/a,n/a,2024-03-27T00:00:00,yes,2.0,CWE-319,1.0
CVE-2024-25736,,An issue was discovered on WyreStorm Apollo VX20 devices before 1.3.58. Remote attackers can restart the device via a /device/reboot GET request.,,n/a,n/a,2024-03-27T00:00:00,yes,2.0,CWE-284,1.0
CVE-2024-25830,,"F-logic DataCube3 v1.0 is vulnerable to Incorrect Access Control due to an improper directory access restriction. An unauthenticated, remote attacker can exploit this, by sending a URI that contains the path of the configuration file. A successful exploit could allow the attacker to extract the root and admin password.",,n/a,n/a,2024-02-28T00:00:00,yes,1.0,CWE-22,2.0
CVE-2024-27348,Apache HugeGraph-Server: Command execution in gremlin,"RCE-Remote Command Execution vulnerability in Apache HugeGraph-Server.This issue affects Apache HugeGraph-Server: from 1.0.0 before 1.3.0 in Java8 & Java11

Users are recommended to upgrade to version 1.3.0 with Java11 & enable the Auth system, which fixes the issue.",,Apache Software Foundation,Apache HugeGraph-Server,2024-04-22T14:08:06.294Z,yes,4.0,CWE-284,2.0
CVE-2024-27356,,"An issue was discovered on certain GL-iNet devices. Attackers can download files such as logs via commands, potentially obtaining critical user information. This affects MT6000 4.5.5, XE3000 4.4.4, X3000 4.4.5, MT3000 4.5.0, MT2500 4.5.0, AXT1800 4.5.0, AX1800 4.5.0, A1300 4.5.0, S200 4.1.4-0300, X750 4.3.7, SFT1200 4.3.7, XE300 4.3.7, MT1300 4.3.10, AR750 4.3.10, AR750S 4.3.10, AR300M 4.3.10, AR300M16 4.3.10, B1300 4.3.10, MT300N-v2 4.3.10, X300B 3.217, S1300 3.216, SF1200 3.216, MV1000 3.216, N300 3.216, B2200 3.216, and X1200 3.203.",,n/a,n/a,2024-02-27T00:00:00.000Z,yes,2.0,CWE-200,1.0
